UniqueCount	AmbigCount
3298	0
311	0
746	0
4	0
4	0
680	0
27	0
573	0
1003	0
1004	0
1735	0
0	0
72	0
1	0
808	0
129	0
558	0
4472	41
3439	0
20	0
0	0
2	0
21	6
257	0
841	0
401	0
261	0
164	0
143	0
0	0
3	0
708	0
451	0
438	0
0	0
140	0
602	0
498	0
816	0
175	0
0	0
3	4
24	0
690	0
0	0
0	0
8	0
448	0
11	0
313	0
236	0
48	0
1	0
1471	0
20	0
31	0
0	0
195	0
0	0
277	0
1467	1
7	0
17	0
139	0
460	0
175	0
1269	0
0	0
3	0
1481	0
1552	0
2182	0
420	0
218	0
959	0
387	0
809	0
7922	0
155	0
191	0
4	0
537	0
126	0
83	0
287	0
530	0
2432	0
76	0
0	0
107	0
1879	0
34	0
23	0
113	0
64	0
848	0
35	0
131	0
597	0
31	0
14	0
368	0
299	1655
369	0
1512	0
472	0
39	0
205	0
486	0
138	0
163	0
2	0
4153	0
452	0
201	1655
17698	0
0	114
31	141
932	114
0	141
156	0
43	0
471	0
334	0
271	0
1005	0
57	0
117	0
1554	0
196	0
95	0
87	0
482	0
32	0
46	13
50	0
62	0
24	0
53	0
1166	0
0	0
1	0
0	2
23	164
1528	0
244	0
4273	0
265	0
31	0
64	0
0	0
145	0
19	0
4	0
7	0
511	0
0	0
17	0
124	72
14	0
60	0
3025	0
4753	0
105	139
197	0
38	0
424	0
317	0
62	0
115	0
288	0
104	0
347	0
1773	0
67	0
109	0
4	0
2019	0
429	0
642	0
599	0
25	0
42	0
64	0
30	0
83	0
39	0
19	0
268	0
37	0
724	0
812	0
1167	0
40	0
456	0
17	0
8	0
376	0
708	0
7	0
0	0
0	0
1	0
0	0
617	0
23	0
1219	158
175	0
732	0
590	0
5360	0
4726	0
38	0
530	0
870	0
60	0
241	0
0	0
0	2
0	0
4	0
6	0
0	0
70	0
2	0
2	0
31	0
189	0
7914	0
98	0
241	0
3	0
0	0
32	0
70	0
60	0
805	0
0	0
94	0
26	0
16	0
189	0
276	0
218	0
2614	0
107	4
19	2
1	2
61	0
777	0
371	0
72	0
76	7
3	0
22	0
272	0
204	0
316	0
28566	0
657	0
479	0
837	0
0	0
1106	0
12	0
2	0
127	0
662	0
63	0
1862	0
133	0
241	0
0	0
393	0
187	0
240	0
64	0
13	0
1	0
190	0
596	0
3624	0
0	0
10	171
54	171
92	16
40	0
217	0
4	0
0	0
0	0
15	0
0	0
0	0
0	0
0	2
2	0
26594	2
1418	0
0	0
0	0
1371	15
24	0
54	0
195	0
141	0
278	0
0	0
23	0
274	0
845	0
3179	0
258	0
1712	0
0	0
5	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
261	0
206	0
463	0
165	0
323	1
280	0
112	0
2	0
196	0
102	45
76	57
164	0
151	0
34	0
346	0
6	0
11	0
482	0
2	40
0	1
1	0
1	0
2	1
14	40
0	0
406	0
235	2
278	0
364	0
138	0
41	0
262	0
44	0
75	0
71	0
494	0
82	0
6	0
587	0
21	0
312	0
0	0
2165	0
0	0
0	0
104	0
69	0
25	9
13	11
41	0
290	0
349	0
13	0
113	37
42	0
5	0
14	0
6	5
298	5
1178	2
165	0
234	0
151	0
0	0
24	0
6	4
0	0
13	0
32	0
81	0
51	0
375	0
31	0
4	0
0	0
449	0
415	0
60	0
274	0
349	0
464	0
2206	0
1101	0
0	0
2267	0
80	0
11	0
42	8
0	0
40	0
0	80
1291	0
79	0
134	0
206	0
76	0
175	0
172	0
48	0
74	0
50	0
824	0
756	0
1793	0
204	0
62	0
14	0
13	0
225	0
58	0
377	0
234	0
74	0
278	0
994	0
1241	0
199	0
7463	0
74	0
109	0
229	0
74	0
645	0
146	0
2301	0
189	0
486	2
4424	0
50	1
94	0
9	0
24	0
35	0
76	0
279	0
219	0
70	0
12	0
0	0
241	0
106	0
125	0
286	0
899	0
3189	0
428	0
147	1
36	0
80	0
5650	0
99	0
245	0
0	0
582	0
28	0
4	0
730	0
209	0
1	0
72	0
4	0
0	0
120	0
131	0
5494	0
11	0
2	0
178	0
48	0
120	0
2	0
0	0
2223	0
0	0
1450	16
3426	0
203	0
80	0
73	0
175	0
71	0
2	0
0	0
0	0
974	0
206	0
359	0
366	0
47	0
673	0
2081	0
2456	0
145	0
6	0
9	0
935	0
130	0
189	0
112	0
7	0
0	0
59	0
1537	0
17	0
126	0
34	0
44	0
158	0
166	0
176	0
39	0
112	0
137	0
107	0
92	0
5	0
59	0
28	0
0	0
163	0
0	0
244	0
242	0
5	0
35	0
400	0
14	0
109	0
18	0
100	247
2398	0
14012	0
735	0
0	0
67	0
458	0
13	0
141	0
110	0
5	0
42	0
5	0
8	0
16	0
73	0
48	0
158	0
92	0
1307	0
0	1
0	0
0	1
27	0
34	0
178	0
72	0
12	0
24	0
0	0
71	0
251	0
414	0
7	0
1	0
77	0
516	0
1	0
99	0
295	0
356	0
103	0
884	0
358	0
39	0
421	0
152	0
60	0
13	0
50	0
42	0
218	0
718	0
10	0
14	0
0	0
251	0
92	0
88	0
22	0
19	0
0	0
0	0
15	0
17	0
104	0
338	0
2315	0
3809	0
43	0
83	0
167	0
25	0
76	0
130	0
574	0
19	0
437	0
1434	0
5	0
2	0
0	0
141	0
1	0
9	0
547	0
623	0
289	0
0	0
16	0
13	0
3	0
306	0
158	0
86	0
717	0
5	0
13	0
169	0
33	0
16	0
81	0
448	0
134	0
143	0
4	0
6	0
2	0
390	0
331	0
153	0
99	0
0	0
880	0
309	0
137	0
0	0
323	0
0	0
7	0
164	0
0	0
104	0
290	0
492	0
92	0
13	0
36	0
1458	0
271	0
304	0
6	0
8	0
1	0
2	0
4	0
0	0
0	0
0	0
305	0
176	0
2049	0
353	0
33	0
32	0
217	0
0	0
777	0
1140	0
179	0
672	0
78	0
514	0
25	0
32	0
103	0
330	0
54	0
49	0
217	0
762	0
47	0
2	0
9	0
283	0
91	0
124	0
244	0
441	0
1447	0
13	0
28	0
773	0
1900	0
138	0
114	0
306	0
179	0
407	0
281	0
1261	0
0	0
106	0
55	0
76	0
61	5
451	0
2257	0
13	0
93	0
74	0
109	0
1	0
459	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
159	0
165	0
22	0
1109	0
55	0
135	0
16	0
0	0
475	0
25	0
13	0
0	0
21	0
62	0
19	0
135	0
28	0
30	0
22	0
9	0
4	0
23	0
43	0
1	0
31	0
17	0
0	0
213	0
2	0
7	0
43	0
1	0
53	0
0	0
92	0
0	0
25	0
0	0
1376	0
304	0
14	0
245	4
102	4
24	0
2486	0
70	0
41	0
142	0
6250	0
1188	0
381	0
224	0
0	0
2409	0
26	0
4	0
8	0
0	0
18	0
182	0
434	0
435	0
79	0
141	0
226	0
731	0
634	0
22713	0
5	0
1836	0
1590	0
139	0
7179	0
174	0
448	0
113	0
1297	0
200	0
167	0
146	0
270	0
388	0
18	0
59	0
1564	0
82	0
113	0
8	0
75385	154515
2896	154515
798	0
368	0
1297	0
374	0
23	0
126	0
690	0
51	0
1095	0
368	0
256	0
164	0
105	0
4761	0
40	2
357	0
212	0
599	0
8	0
445	0
64	0
12	0
34	0
106	0
56	0
121	0
1031	0
359	0
31	0
50	0
829	0
69	0
134	0
84	0
813	0
3	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
154	0
0	0
0	0
0	0
5	0
3	0
0	0
647	12
242	12
18	0
83	0
239	0
2182	0
554	0
71	0
2498	0
1065	0
0	1
0	0
148	0
132	0
1049	0
795	0
67	0
333	0
336	0
496	0
239	0
1085	0
1489	0
161	95
26	0
41	0
3290	0
142	0
161	28
119	0
8	0
336	0
6	0
0	0
4	0
283	0
113	0
94	0
2	0
31	0
22	0
2	0
54	0
117	0
55	0
223	0
44	0
49	0
1210	0
223	0
449	0
642	10
283	0
2	3
34	0
8	0
6	1
142	0
4636	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
755	5
64	0
2575	0
94	0
4	0
6	0
0	0
122	0
12	0
30	0
109	0
122	0
430	0
710	0
0	0
0	0
0	0
0	0
0	0
0	0
1546	0
0	0
0	0
0	0
0	0
17	0
199	132
390	0
4	0
0	0
0	0
0	0
7	0
2	0
0	0
6	0
803	0
584	1
214	0
1	0
1	0
3	0
5153	0
10	0
16	0
89	6
138	0
0	0
39	0
2	0
289	0
4	0
9	0
7	0
228	0
329	0
0	0
73	0
0	0
0	0
1	0
401	0
199	0
2	0
241	0
1	0
2	0
0	0
80	0
46	0
1223	0
63	0
145	0
34	0
559	0
4514	0
302	0
3	0
136	0
31	0
0	0
16	0
163	0
628	0
129	0
1164	0
14	0
236	0
262	0
445	0
161	0
38	0
0	11
13	11
26	0
88	0
50	0
1760	0
123	0
249	0
80	0
6844	0
20	0
1557	0
36	0
31	0
53	0
29	0
992	0
242	0
106	0
0	0
0	0
1	0
36	0
117	0
28	0
0	0
32	0
0	0
0	0
3	0
0	0
91	0
73	0
127	0
4	0
439	0
6908	0
48	0
29	0
51	0
10	0
19	0
0	0
115	0
0	0
83	0
90	0
3705	0
44	0
28	0
15	0
65	0
75	0
89	0
1371	0
0	0
63	0
858	0
117	0
735	0
393	0
117	0
6	0
182	0
179	0
11	0
97	0
11	0
25	0
184	0
60	0
669	0
15	0
332	0
43	0
202	0
8	0
1352	0
15	0
403	0
12	0
534	0
580	0
85	0
68	0
124	0
157	0
0	0
0	0
0	0
443	0
64	0
235	0
0	0
608	0
407	0
27	0
291	0
327	0
358	0
199	0
125	0
86	80
83	0
383	0
1120	0
231	0
39	2
28	0
243	11
313	0
325	0
713	0
5	0
69	0
51	0
10839	0
7770	0
2533	0
644	0
463	0
79	0
1302	0
0	0
0	0
693	0
96	0
1	0
1991	0
14	0
0	0
327	0
57	0
61	0
0	0
33	0
165	0
220	0
47	68
130	95
254	31
1015	0
99	0
948	0
13	0
601	0
302	0
212	0
31	0
115	0
17	0
7	0
35	0
52	0
125	0
48	0
397	0
3	0
1863	0
29	0
7149	0
1044	0
645	0
67	0
344	0
78	0
67	0
162	0
9	0
9	0
118	0
34	1
542	1
15	0
3306	0
97	0
357	0
0	0
59	0
280	0
873	0
154	0
261	0
63	0
8	0
0	0
4457	0
642	0
183	0
290	0
2999	0
0	0
0	0
0	0
0	0
4	0
2648	0
66	0
172	0
14	0
669	0
164	0
111	0
339	0
315	0
419	0
2095	0
43	0
4	0
9522	0
3177	0
10602	0
3	0
10	0
13	0
250	0
4162	0
11	0
17	0
26	0
0	0
0	0
0	0
0	0
0	0
2	0
20	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
299	0
6	0
539	0
84	0
1	0
44	0
10	0
74	0
94	0
37	0
5	0
0	5
7	5
73	0
16	0
278	0
93	0
3	0
0	0
0	6
8	0
9	0
4176	0
626	0
34	0
1978	0
538	0
266	0
302	0
242	0
16	0
127	0
99	0
187	0
20	0
156	0
99	0
121	0
8	0
37	0
127	0
18	0
2	0
27	0
0	0
191	0
19	0
178	0
48	0
26	0
15	0
4178	0
21	0
325	0
465	0
815	0
0	0
7	0
3	0
6	0
1	0
3	0
3	0
8	0
1	0
32	0
89	0
75	0
25	0
0	0
34	0
332	0
42	0
256	0
933	0
65	0
52	0
15	0
72	0
2	0
440	0
1922	0
21	0
1350	0
1272	0
867	0
80	0
136	0
411	0
12	0
164	0
1801	0
143	0
111	0
42	0
27	0
38	0
1640	0
1378	0
85	0
1037	0
237	0
250	0
73	0
550	0
25	0
15	0
193	0
152	0
5	0
104	0
689	0
86	0
38	0
639	0
326	0
434	0
861	0
109	0
43	0
4	0
3	0
61	0
1069	0
74	0
1001	0
37	0
6	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
19	0
902	0
277	0
872	0
243	0
75	0
14	0
372	0
25	0
13	0
21	0
8	0
98	0
45	0
2	0
307	0
19	0
31	0
2	0
341	0
0	0
2	0
18	0
2	0
0	0
256	0
108	0
4	0
503	0
21	0
177	0
5	0
436	0
141	0
152	0
117	0
0	0
5	0
4	0
0	0
1	0
0	0
0	0
5	0
351	0
1485	0
51	0
29	0
6	0
2	0
4516	0
1	0
3	0
2	0
2	0
7	0
24	0
188	0
2296	0
14	0
74	0
17	1
523	0
0	0
7	0
4	0
23	3
55	3
119	0
28	0
1107	0
419	0
188	0
335	0
30	0
48	0
162	0
31	0
24	0
369	0
128	0
105	0
29	0
30	0
1511	0
67	0
806	0
244	0
1550	0
415	0
203	0
217	0
29	0
281	0
0	0
0	0
1583	0
334	0
62	0
5	0
0	0
11	0
4111	0
0	0
4	0
0	0
0	0
0	0
381	0
4	0
49	0
79	0
0	0
174	0
164	0
33	0
16	0
70	0
17	0
2540	0
3186	0
5	0
141	0
61	0
63	0
0	0
0	0
0	0
58	0
10	0
3	0
328	0
26	0
158	0
10	0
755	0
0	0
1	0
489	0
6	0
641	0
45	0
1512	0
0	0
4	0
396	0
233	0
86	0
42	0
117	0
74	0
87	0
1179	0
7	0
13	1
62	0
1376	0
224	0
195	0
3849	0
76	0
0	0
0	0
208	0
0	0
131	0
385	0
12	0
3	0
192	0
18	0
106	0
13	0
1797	0
81	0
5	0
40	0
827	0
20	0
3	0
1416	0
88	0
542	0
1594	0
71	0
276	0
32	0
76	0
20	0
16	0
0	0
47167	0
1782	0
891	0
344	0
272	0
15	0
11	0
176	0
0	0
26	0
30	0
227	0
108	0
165	0
14	0
44	0
792	0
10	0
0	0
4	0
0	0
5	0
0	0
0	0
0	0
62	0
7	0
8	0
51	0
223	0
550	0
196	0
0	0
23	0
16	0
0	0
0	0
0	0
174	0
23	0
78	0
67	0
37	0
0	0
0	0
0	0
58	0
7	0
1	0
31	0
181	0
21	0
0	0
209	0
12	0
13	0
180	0
37	0
25	0
69	14
23	0
783	0
7	0
14	0
7458	0
167	0
238	0
762	0
68	0
0	0
5	0
5	0
3	0
96	0
91	0
1501	0
162	0
359	0
460	3
179	0
317	0
99	0
412	0
64	0
36	0
0	0
70	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
6	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
2	0
2611	0
190	0
528	0
385	0
34	0
97	0
3	0
48	0
92	0
465	0
905	0
308	0
24	0
526	0
16	0
22	0
73	0
244	1
13	0
86	0
364	0
212	0
15	0
338	0
51	0
288	0
83	0
449	0
35	0
1	0
0	0
7	0
0	0
439	0
102	0
644	0
142	0
687	0
0	0
318	0
3	0
0	0
0	0
3	0
2	0
0	0
0	2
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
3204	0
1051	0
15	0
28	0
811	0
123	0
139	0
909	0
28	0
0	0
27	0
72	0
1	0
6	0
5	0
0	0
1	0
1	0
4	0
1	0
0	0
1	0
0	0
0	0
22	0
0	0
383	0
9	0
26	0
0	0
72	0
0	0
9	0
79	0
61	0
98	0
10	0
5	0
64	0
12	0
35	0
745	0
1910	0
5	0
231	0
54	0
1075	0
1070	0
1077	0
731	0
178	0
186	0
35	0
45	0
46	0
115	0
66	0
508	0
177	0
849	0
223	0
0	0
180	0
398	0
106	0
93	0
517	0
47	0
5	0
10	0
9	0
17	0
2	0
2	0
1	0
156	0
4331	0
78	0
232	0
646	0
22	0
195	0
384	0
729	0
954	0
11	0
0	0
56	0
4	0
38	0
141	0
1857	0
5	0
142	0
14	0
0	0
210	0
13	0
8	0
19	0
277	2
274	0
5	0
0	0
0	0
0	0
0	0
3	0
13	0
4	0
271	0
293	0
165	0
357	0
501	0
105	0
48	0
719	0
270	0
626	0
10	1
265	1
5	0
24	0
0	0
95	0
1	0
179	0
24	0
199	0
186	0
0	0
0	0
0	0
65	0
0	0
0	0
25	0
0	3
16	3
32	0
19	0
5	0
279	0
217	0
4	0
7	0
22	0
77	0
0	0
14	0
0	0
6464	0
45	0
406	0
450	0
284	0
40	0
1073	0
266	0
10	0
0	0
279	0
3	0
73	0
388	0
117	0
32	0
0	0
0	0
126	0
0	0
509	0
252	0
149	0
3603	0
272	0
2774	72
230	0
51	0
566	0
349	0
159	0
189	0
326	138
3	0
3	0
66	0
20	0
159	0
8	0
311	0
2435	0
1252	0
195	0
330	0
64	0
166	0
162	0
20	0
10	0
11	0
85	1
253	0
139	0
80	0
885	0
21	0
9771	0
294	0
426	0
19	0
0	0
6	0
336	0
0	0
4	0
42	0
0	0
2	0
31	0
18	0
50	0
95	0
82	0
9	0
61	0
106	0
52	0
46	0
48	0
118	0
242	0
745	0
145	0
222	0
1	0
0	0
0	0
0	0
71	0
97	0
405	0
175	0
1169	0
352	0
4756	0
0	0
13	0
477	0
316	0
348	0
3	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
102	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
4136	0
0	0
22	0
0	0
0	0
0	0
0	0
118	0
1335	0
111	0
52	0
51	0
195	0
100	0
671	0
33	0
207	0
68	0
1089	0
23	0
49	0
0	0
0	1
0	0
0	1
19	0
649	0
111	0
7	0
3	0
28	0
0	0
2	3
11	3
257	0
15	0
662	7
3	0
2357	0
2	0
247	0
488	0
18	0
298	0
584	0
2608	0
0	0
597	0
1171	0
84	0
5	0
254	0
7	0
15936	0
0	2
177	0
147	0
2	0
174	0
35	0
230	0
16	0
0	0
21	0
156	0
1	0
986	30
1274	0
1448	0
34	0
226	0
543	0
220	0
158	0
403	0
292	0
814	0
31	0
212	0
139	0
353	0
147	0
48	0
146	0
140	0
172	0
1	0
9	0
2	0
128270	31001
44420	53498
192	0
11830	43613
83	0
770	0
446	0
254	0
107	0
547	0
0	0
236	0
29	0
0	0
5	6
0	6
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
404	256
6	0
5	0
193	0
22	0
2390	0
257	0
907	0
183	0
530	0
29	0
207	0
6	0
906	0
314	0
146	0
204	0
37	0
1431	0
141	0
11	0
26	0
509	0
21	0
0	0
15	0
1	2
3	2
18	0
288	0
923	0
304	0
0	0
71	0
468	0
722	0
69	0
476	0
58	0
158	0
224	0
0	0
0	0
0	0
645	0
3	0
79	0
578	2
7	0
30	1
12	2
90	0
41	0
359	0
0	0
11	0
0	0
409	0
0	0
179	0
19	0
12	0
417	0
1182	0
29	0
19	0
6	0
19	0
3084	0
2	0
535	0
0	0
10	0
0	0
0	0
7	0
0	0
121	0
205	0
152	0
42	0
42	0
0	0
0	0
0	0
0	0
0	0
40	0
121	0
1	0
3	0
17	0
135	0
9	0
760	0
19	0
0	0
867	0
18	0
2935	0
593	0
6	0
0	0
2	0
61	0
623	0
113	0
6	0
79	0
147	0
152	0
0	0
0	0
0	0
57	0
1413	0
2021	0
42	0
301	0
10220	0
107	0
2	1
8	0
239	0
407	0
1541	0
87	4
154	0
61	0
165	0
133	0
579	0
6673	0
1865	0
107	0
292	0
16	0
214	0
19	0
7	0
49	0
110	0
344	0
3803	0
316	0
3	0
5	0
10	0
311	0
29	0
15	0
6	0
10	0
14	0
465	0
85	0
93	0
555	0
110	0
4	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
183	0
2317	0
193295	23
5	0
11	37
19	9
369	0
43	0
9	0
5	0
49	4
101	0
465	0
27	0
0	0
902	0
75	0
697	0
828	0
457	0
3	0
55	0
111	0
550	0
14	0
2	0
5	0
31	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
231	0
0	0
0	0
457	0
141	0
237	0
33	0
120	0
204	2
24	2
845	0
116	0
9574	0
121	0
34	0
100	0
113	0
87	0
87	0
0	0
337	0
1010	0
47	0
20	0
293	0
674	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
838	0
344	0
58	0
22	0
6	0
377	0
1606	0
354	0
36	0
67	0
483	0
141	0
2	0
7	0
52	0
19	0
367	0
204	0
327	0
568	0
306	0
1203	0
2242	0
13	0
23	0
36812	0
144	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
163	0
69	0
2	0
1	0
0	2
20	0
8	0
1	0
2	0
20	0
0	0
0	0
16	96
112	6
952	85
903	0
124	0
101	85
1151	0
243	0
695	0
1	0
22	0
48	0
3	0
2	0
63	0
195	0
361	0
364	0
401	0
418	0
251	0
5048	0
308	0
86	0
127	0
56	0
70	0
16	0
310	0
113	0
0	0
3	0
0	0
252	0
310	0
10	0
195	0
87	0
1222	0
513	0
153	0
50	2
25	0
75	0
16	0
0	0
29	0
140	0
9	0
892	0
36	0
4	0
6	0
18	0
175	0
128	0
173	0
0	0
1	0
0	0
0	0
23	0
0	0
21	0
990	0
333	0
273	0
10	5
143	5
3958	0
1	0
16	0
26	0
15	0
41	0
4	0
459	0
198	0
114	0
362	0
485	0
251	0
1633	0
60	0
156	0
695	0
760	0
49	0
86	0
187	0
882	0
500	0
271	0
140	0
228	0
354	0
1840	0
103	0
1400	0
131	0
387	0
1562	0
586	0
50	0
279	0
2776	0
27	0
29	12
